x	y	z
9	61	0
9	79	0
9	80	0
9	81	0
9	82	0
9	83	0
10	0	0
10	1	0
10	2	0
10	3	0
10	4	0
10	5	0
10	6	0
10	46	0
10	47	0
10	48	0
10	49	0
10	50	0
10	80	0
10	81	0
10	82	0
10	83	0
11	0	0
11	1	0
11	2	0
11	3	0
11	4	0
11	5	0
11	6	0
11	7	0
11	45	0
11	46	0
11	47	0
11	48	0
11	49	0
11	79	0
11	80	0
11	81	0
11	82	0
11	83	0
12	0	0
12	1	0
12	2	0
12	3	0
12	4	0
12	5	0
12	6	0
12	80	0
12	81	0
12	82	0
12	83	0
13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	79	0
13	80	0
13	81	0
13	82	0
13	83	0
14	0	0
14	1	0
14	2	0
14	3	0
14	4	0
14	5	0
14	6	0
14	60	0
14	61	0
14	62	0
14	80	0
14	81	0
14	82	0
14	83	0
15	0	0
15	1	0
15	2	0
15	3	0
15	4	0
15	5	0
15	6	0
15	7	0
15	79	0
15	80	0
15	81	0
15	82	0
15	83	0
16	0	0
16	1	0
16	2	0
16	3	0
16	4	0
16	5	0
16	6	0
16	80	0
16	81	0
16	82	0
16	83	0
17	0	0
17	1	0
17	2	0
17	3	0
17	4	0
17	5	0
17	6	0
17	7	0
17	79	0
17	80	0
17	81	0
17	82	0
17	83	0
18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	6	0
18	80	0
18	81	0
18	82	0
18	83	0
19	0	0
19	1	0
19	2	0
19	3	0
19	4	0
19	5	0
19	6	0
19	7	0
19	79	0
19	80	0
19	81	0
19	82	0
19	83	0
20	0	0
20	1	0
20	2	0
20	3	0
20	4	0
20	5	0
20	6	0
20	80	0
20	81	0
20	82	0
20	83	0
21	0	0
21	1	0
21	2	0
21	3	0
21	4	0
21	5	0
21	79	0
21	80	0
21	81	0
21	82	0
21	83	0
22	0	0
22	1	0
22	2	0
22	3	0
22	4	0
22	5	0
22	6	0
22	40	0
22	41	0
22	42	0
22	80	0
22	81	0
22	82	0
22	83	0
23	0	0
23	1	0
23	2	0
23	3	0
23	4	0
23	5	0
23	6	0
23	7	0
23	79	0
23	80	0
23	81	0
23	82	0
23	83	0
24	0	0
24	1	0
24	2	0
24	3	0
24	4	0
24	5	0
24	6	0
24	7	0
24	8	0
24	80	0
24	81	0
24	82	0
24	83	0
25	0	0
25	1	0
25	2	0
25	3	0
25	4	0
25	5	0
25	6	0
25	7	0
25	8	0
25	9	0
25	79	0
25	80	0
25	81	0
25	82	0
25	83	0
26	0	0
26	1	0
26	2	0
26	3	0
26	4	0
26	5	0
26	6	0
26	7	0
26	8	0
26	80	0
26	81	0
26	82	0
26	83	0
27	0	0
27	1	0
27	2	0
27	3	0
27	4	0
27	5	0
27	6	0
27	7	0
27	8	0
27	9	0
27	79	0
27	80	0
27	81	0
27	82	0
27	83	0
28	0	0
28	1	0
28	2	0
28	3	0
28	4	0
28	5	0
28	6	0
28	7	0
28	8	0
28	80	0
28	81	0
28	82	0
28	83	0
29	0	0
29	1	0
29	2	0
29	3	0
29	4	0
29	5	0
29	6	0
29	7	0
29	79	0
29	80	0
29	81	0
29	82	0
29	83	0
30	0	0
30	1	0
30	2	0
30	3	0
30	4	0
30	5	0
30	6	0
30	26	0
30	27	0
30	28	0
30	80	0
30	81	0
30	82	0
30	83	0
31	0	0
31	1	0
31	2	0
31	3	0
31	4	0
31	5	0
31	6	0
31	7	0
31	27	0
31	28	0
31	29	0
31	79	0
31	80	0
31	81	0
31	82	0
31	83	0
32	0	0
32	1	0
32	2	0
32	3	0
32	4	0
32	5	0
32	6	0
32	26	0
32	27	0
32	28	0
32	29	0
32	30	0
32	80	0
32	81	0
32	82	0
32	83	0
33	0	0
33	1	0
33	2	0
33	3	0
33	4	0
33	5	0
33	6	0
33	7	0
33	25	0
33	26	0
33	27	0
33	28	0
33	29	0
33	79	0
33	80	0
33	81	0
33	82	0
33	83	0
34	0	0
34	1	0
34	2	0
34	3	0
34	4	0
34	5	0
34	6	0
34	24	0
34	25	0
34	26	0
34	27	0
34	28	0
34	29	0
34	30	0
34	80	0
34	81	0
34	82	0
34	83	0
35	0	0
35	1	0
35	2	0
35	3	0
35	4	0
35	5	0
35	6	0
35	7	0
35	25	0
35	26	0
35	27	0
35	28	0
35	29	0
35	79	0
35	80	0
35	81	0
35	82	0
35	83	0
36	0	0
36	1	0
36	2	0
36	3	0
36	4	0
36	5	0
36	6	0
36	24	0
36	25	0
36	26	0
36	27	0
36	28	0
36	29	0
36	30	0
36	80	0
36	81	0
36	82	0
36	83	0
37	0	0
37	1	0
37	2	0
37	3	0
37	4	0
37	5	0
37	23	0
37	24	0
37	25	0
37	26	0
37	27	0
37	28	0
37	29	0
37	79	0
37	80	0
37	81	0
37	82	0
37	83	0
38	0	0
38	1	0
38	2	0
38	3	0
38	4	0
38	5	0
38	6	0
38	24	0
38	25	0
38	26	0
38	27	0
38	28	0
38	29	0
38	30	0
38	80	0
38	81	0
38	82	0
38	83	0
39	0	0
39	1	0
39	2	0
39	3	0
39	4	0
39	5	0
39	23	0
39	24	0
39	25	0
39	26	0
39	27	0
39	28	0
39	29	0
39	30	0
39	31	0
39	79	0
39	80	0
39	81	0
39	82	0
39	83	0
40	0	0
40	1	0
40	2	0
40	3	0
40	4	0
40	5	0
40	6	0
40	24	0
40	25	0
40	26	0
40	27	0
40	28	0
40	29	0
40	30	0
40	80	0
40	81	0
40	82	0
40	83	0
41	0	0
41	1	0
41	2	0
41	3	0
41	4	0
41	5	0
41	25	0
41	26	0
41	27	0
41	28	0
41	29	0
41	30	0
41	31	0
41	79	0
41	80	0
41	81	0
41	82	0
41	83	0
42	0	0
42	1	0
42	2	0
42	3	0
42	4	0
42	5	0
42	6	0
42	24	0
42	25	0
42	26	0
42	27	0
42	28	0
42	29	0
42	30	0
42	31	0
42	32	0
42	80	0
42	81	0
42	82	0
42	83	0
43	0	0
43	1	0
43	2	0
43	3	0
43	4	0
43	5	0
43	23	0
43	24	0
43	25	0
43	26	0
43	27	0
43	28	0
43	29	0
43	30	0
43	31	0
43	79	0
43	80	0
43	81	0
43	82	0
43	83	0
44	0	0
44	1	0
44	2	0
44	3	0
44	4	0
44	5	0
44	6	0
44	24	0
44	25	0
44	26	0
44	27	0
44	28	0
44	29	0
44	30	0
44	31	0
44	32	0
44	80	0
44	81	0
44	82	0
44	83	0
45	0	0
45	1	0
45	2	0
45	3	0
45	4	0
45	5	0
45	23	0
45	24	0
45	25	0
45	26	0
45	27	0
45	28	0
45	29	0
45	30	0
45	31	0
45	79	0
45	80	0
45	81	0
45	82	0
45	83	0
46	0	0
46	1	0
46	2	0
46	3	0
46	4	0
46	5	0
46	6	0
46	24	0
46	25	0
46	26	0
46	27	0
46	28	0
46	29	0
46	30	0
46	31	0
46	32	0
46	80	0
46	81	0
46	82	0
46	83	0
47	0	0
47	1	0
47	2	0
47	3	0
47	4	0
47	5	0
47	23	0
47	24	0
47	25	0
47	26	0
47	27	0
47	28	0
47	29	0
47	30	0
47	31	0
47	79	0
47	80	0
47	81	0
47	82	0
47	83	0
48	0	0
48	1	0
48	2	0
48	3	0
48	4	0
48	5	0
48	6	0
48	24	0
48	25	0
48	26	0
48	27	0
48	28	0
48	29	0
48	30	0
48	31	0
48	32	0
48	80	0
48	81	0
48	82	0
48	83	0
49	0	0
49	1	0
49	2	0
49	3	0
49	4	0
49	5	0
49	23	0
49	24	0
49	25	0
49	26	0
49	27	0
49	28	0
49	29	0
49	30	0
49	31	0
49	79	0
49	80	0
49	81	0
49	82	0
49	83	0
50	0	0
50	1	0
50	2	0
50	3	0
50	4	0
50	5	0
50	6	0
50	26	0
50	27	0
50	28	0
50	29	0
50	30	0
50	31	0
50	32	0
50	80	0
50	81	0
50	82	0
50	83	0
51	0	0
51	1	0
51	2	0
51	3	0
51	4	0
51	5	0
51	27	0
51	28	0
51	29	0
51	30	0
51	31	0
51	32	0
51	33	0
51	79	0
51	80	0
51	81	0
51	82	0
51	83	0
52	0	0
52	1	0
52	2	0
52	3	0
52	4	0
52	5	0
52	6	0
52	28	0
52	29	0
52	30	0
52	31	0
52	32	0
52	80	0
52	81	0
52	82	0
52	83	0
53	0	0
53	1	0
53	2	0
53	3	0
53	4	0
53	5	0
53	27	0
53	28	0
53	29	0
53	30	0
53	31	0
53	32	0
53	33	0
53	79	0
53	80	0
53	81	0
53	82	0
53	83	0
54	0	0
54	1	0
54	2	0
54	3	0
54	4	0
54	5	0
54	6	0
54	28	0
54	29	0
54	30	0
54	31	0
54	32	0
54	80	0
54	81	0
54	82	0
54	83	0
55	0	0
55	1	0
55	2	0
55	3	0
55	4	0
55	5	0
55	29	0
55	30	0
55	31	0
55	32	0
55	33	0
55	79	0
55	80	0
55	81	0
55	82	0
55	83	0
56	0	0
56	1	0
56	2	0
56	3	0
56	4	0
56	5	0
56	6	0
56	30	0
56	31	0
56	32	0
56	33	0
56	34	0
56	80	0
56	81	0
56	82	0
56	83	0
57	0	0
57	1	0
57	2	0
57	3	0
57	4	0
57	5	0
57	6	0
57	7	0
57	29	0
57	30	0
57	31	0
57	32	0
57	33	0
57	79	0
57	80	0
57	81	0
57	82	0
57	83	0
58	0	0
58	1	0
58	2	0
58	3	0
58	4	0
58	5	0
58	6	0
58	30	0
58	31	0
58	32	0
58	80	0
58	81	0
58	82	0
58	83	0
59	0	0
59	1	0
59	2	0
59	3	0
59	4	0
59	5	0
59	6	0
59	7	0
59	31	0
59	32	0
59	33	0
59	79	0
59	80	0
59	81	0
59	82	0
59	83	0
60	0	0
60	1	0
60	2	0
60	3	0
60	4	0
60	5	0
60	6	0
60	80	0
60	81	0
60	82	0
60	83	0
61	0	0
61	1	0
61	2	0
61	3	0
61	4	0
61	5	0
61	6	0
61	7	0
61	79	0
61	80	0
61	81	0
61	82	0
61	83	0
62	0	0
62	1	0
62	2	0
62	3	0
62	4	0
62	5	0
62	6	0
62	80	0
62	81	0
62	82	0
62	83	0
63	0	0
63	1	0
63	2	0
63	3	0
63	4	0
63	5	0
63	6	0
63	7	0
63	79	0
63	80	0
63	81	0
63	82	0
63	83	0
64	0	0
64	1	0
64	2	0
64	3	0
64	4	0
64	5	0
64	6	0
64	80	0
64	81	0
64	82	0
64	83	0
65	0	0
65	1	0
65	2	0
65	3	0
65	4	0
65	5	0
65	79	0
65	80	0
65	81	0
65	82	0
65	83	0
66	0	0
66	1	0
66	2	0
66	3	0
66	4	0
66	5	0
66	6	0
66	34	0
66	35	0
66	36	0
66	80	0
66	81	0
66	82	0
66	83	0
67	0	0
67	1	0
67	2	0
67	3	0
67	4	0
67	5	0
67	33	0
67	34	0
67	35	0
67	36	0
67	37	0
67	79	0
67	80	0
67	81	0
67	82	0
67	83	0
68	0	0
68	1	0
68	2	0
68	3	0
68	4	0
68	5	0
68	6	0
68	34	0
68	35	0
68	36	0
68	37	0
68	38	0
68	80	0
68	81	0
68	82	0
68	83	0
69	0	0
69	1	0
69	2	0
69	3	0
69	4	0
69	5	0
69	33	0
69	34	0
69	35	0
69	36	0
69	37	0
69	38	0
69	39	0
69	79	0
69	80	0
69	81	0
69	82	0
69	83	0
70	0	0
70	1	0
70	2	0
70	3	0
70	4	0
70	5	0
70	6	0
70	34	0
70	35	0
70	36	0
70	37	0
70	38	0
70	80	0
70	81	0
70	82	0
70	83	0
71	0	0
71	1	0
71	2	0
71	3	0
71	4	0
71	5	0
71	33	0
71	34	0
71	35	0
71	36	0
71	37	0
71	38	0
71	39	0
71	79	0
71	80	0
71	81	0
71	82	0
71	83	0
72	0	0
72	1	0
72	2	0
72	3	0
72	4	0
72	5	0
72	6	0
72	34	0
72	35	0
72	36	0
72	37	0
72	38	0
72	39	0
72	40	0
72	80	0
72	81	0
72	82	0
72	83	0
73	0	0
73	1	0
73	2	0
73	3	0
73	4	0
73	5	0
73	35	0
73	36	0
73	37	0
73	38	0
73	39	0
73	79	0
73	80	0
73	81	0
73	82	0
73	83	0
74	0	0
74	1	0
74	2	0
74	3	0
74	4	0
74	5	0
74	6	0
74	34	0
74	35	0
74	36	0
74	38	0
74	39	0
74	40	0
74	80	0
74	81	0
74	82	0
74	83	0
75	0	0
75	1	0
75	2	0
75	3	0
75	4	0
75	5	0
75	35	0
75	36	0
75	37	0
75	79	0
75	80	0
75	81	0
75	82	0
75	83	0
76	0	0
76	1	0
76	2	0
76	3	0
76	4	0
76	5	0
76	6	0
76	80	0
76	81	0
76	82	0
76	83	0
77	0	0
77	1	0
77	2	0
77	3	0
77	4	0
77	5	0
77	79	0
77	80	0
77	81	0
77	82	0
77	83	0
78	0	0
78	1	0
78	2	0
78	3	0
78	4	0
78	5	0
78	6	0
78	80	0
78	81	0
78	82	0
78	83	0
79	0	0
79	1	0
79	2	0
79	3	0
79	4	0
79	5	0
79	79	0
79	80	0
79	81	0
79	82	0
79	83	0
80	0	0
80	1	0
80	2	0
80	3	0
80	4	0
80	5	0
80	6	0
80	80	0
80	81	0
80	82	0
80	83	0
81	0	0
81	1	0
81	2	0
81	3	0
81	4	0
81	5	0
81	79	0
81	80	0
81	81	0
81	82	0
81	83	0
82	0	0
82	1	0
82	2	0
82	3	0
82	4	0
82	80	0
82	81	0
82	82	0
82	83	0
83	0	0
83	1	0
83	2	0
83	3	0
83	4	0
83	5	0
83	79	0
83	80	0
83	81	0
83	82	0
83	83	0
84	0	0
84	1	0
84	2	0
84	3	0
84	4	0
84	80	0
84	81	0
84	82	0
84	83	0
85	0	0
85	1	0
85	2	0
85	3	0
85	4	0
85	5	0
85	79	0
85	80	0
85	81	0
85	82	0
85	83	0
86	0	0
86	1	0
86	2	0
86	3	0
86	4	0
86	40	0
86	41	0
86	42	0
86	80	0
86	81	0
86	82	0
86	83	0
87	0	0
87	1	0
87	2	0
87	3	0
87	4	0
87	5	0
87	79	0
87	80	0
87	81	0
87	82	0
87	83	0
88	0	0
88	1	0
88	2	0
88	3	0
88	4	0
88	80	0
88	81	0
88	82	0
88	83	0
89	0	0
89	1	0
89	2	0
89	3	0
89	4	0
89	5	0
89	79	0
89	80	0
89	81	0
89	82	0
89	83	0
90	0	0
90	1	0
90	2	0
90	3	0
90	4	0
90	5	0
90	6	0
90	80	0
90	81	0
90	82	0
90	83	0
91	0	0
91	1	0
91	2	0
91	3	0
91	4	0
91	5	0
91	79	0
91	80	0
91	81	0
91	82	0
91	83	0
92	0	0
92	1	0
92	2	0
92	3	0
92	4	0
92	5	0
92	6	0
92	80	0
92	81	0
92	82	0
92	83	0
93	0	0
93	1	0
93	2	0
93	3	0
93	4	0
93	5	0
93	79	0
93	80	0
93	81	0
93	82	0
93	83	0
94	0	0
94	1	0
94	2	0
94	3	0
94	4	0
94	5	0
94	6	0
94	80	0
94	81	0
94	82	0
94	83	0
95	0	0
95	1	0
95	2	0
95	3	0
95	4	0
95	5	0
95	79	0
95	80	0
95	81	0
95	82	0
95	83	0
96	0	0
96	1	0
96	2	0
96	3	0
96	4	0
96	5	0
96	6	0
96	80	0
96	81	0
96	82	0
96	83	0
97	0	0
97	1	0
97	2	0
97	3	0
97	4	0
97	5	0
97	79	0
97	80	0
97	81	0
97	82	0
97	83	0
98	0	0
98	1	0
98	2	0
98	3	0
98	4	0
98	72	0
98	73	0
98	74	0
98	80	0
98	81	0
98	82	0
98	83	0
99	0	0
99	1	0
99	2	0
99	3	0
99	4	0
99	5	0
99	69	0
99	70	0
99	71	0
99	79	0
99	80	0
99	81	0
99	82	0
99	83	0
100	0	0
100	1	0
100	2	0
100	3	0
100	4	0
100	70	0
100	71	0
100	72	0
100	80	0
100	81	0
100	82	0
100	83	0
101	0	0
101	1	0
101	2	0
101	3	0
101	4	0
101	5	0
101	79	0
101	80	0
101	81	0
101	82	0
101	83	0
102	0	0
102	1	0
102	2	0
102	3	0
102	4	0
102	5	0
102	6	0
102	80	0
102	81	0
102	82	0
102	83	0
103	0	0
103	1	0
103	2	0
103	3	0
103	4	0
103	5	0
103	79	0
103	80	0
103	81	0
103	82	0
103	83	0
104	0	0
104	1	0
104	2	0
104	3	0
104	4	0
104	5	0
104	6	0
104	80	0
104	81	0
104	82	0
104	83	0
105	0	0
105	1	0
105	2	0
105	3	0
105	4	0
105	5	0
105	79	0
105	80	0
105	81	0
105	82	0
105	83	0
106	0	0
106	1	0
106	2	0
106	3	0
106	4	0
106	5	0
106	6	0
106	80	0
106	81	0
106	82	0
106	83	0
107	0	0
107	1	0
107	2	0
107	3	0
107	4	0
107	5	0
107	79	0
107	80	0
107	81	0
107	82	0
107	83	0
108	0	0
108	1	0
108	2	0
108	3	0
108	4	0
108	5	0
108	6	0
108	24	0
108	25	0
108	26	0
108	80	0
108	81	0
108	82	0
108	83	0
109	0	0
109	1	0
109	2	0
109	3	0
109	4	0
109	5	0
109	79	0
109	80	0
109	81	0
109	82	0
109	83	0
110	0	0
110	1	0
110	2	0
110	3	0
110	4	0
110	5	0
110	6	0
110	22	0
110	23	0
110	24	0
110	25	0
110	26	0
110	80	0
110	81	0
110	82	0
110	83	0
111	0	0
111	1	0
111	2	0
111	3	0
111	4	0
111	5	0
111	79	0
111	80	0
111	81	0
111	82	0
111	83	0
112	0	0
112	1	0
112	2	0
112	3	0
112	4	0
112	5	0
112	6	0
112	80	0
112	81	0
112	82	0
112	83	0
113	0	0
113	1	0
113	2	0
113	3	0
113	4	0
113	5	0
113	79	0
113	80	0
113	81	0
113	82	0
113	83	0
114	0	0
114	1	0
114	2	0
114	3	0
114	4	0
114	5	0
114	6	0
114	80	0
114	81	0
114	82	0
114	83	0
115	0	0
115	1	0
115	2	0
115	3	0
115	4	0
115	5	0
115	79	0
115	80	0
115	81	0
115	82	0
115	83	0
116	0	0
116	1	0
116	2	0
116	3	0
116	4	0
116	5	0
116	6	0
116	34	0
116	35	0
116	36	0
116	37	0
116	38	0
116	39	0
116	40	0
116	41	0
116	42	0
116	78	0
116	79	0
116	80	0
116	81	0
116	82	0
116	83	0
117	0	0
117	1	0
117	2	0
117	3	0
117	4	0
117	5	0
117	17	0
117	18	0
117	19	0
117	20	0
117	21	0
117	22	0
117	23	0
117	24	0
117	25	0
117	26	0
117	27	0
117	28	0
117	29	0
117	30	0
117	31	0
117	32	0
117	33	0
117	34	0
117	35	0
117	36	0
117	37	0
117	38	0
117	39	0
117	40	0
117	41	0
117	42	0
117	43	0
117	44	0
117	45	0
117	79	0
117	80	0
117	81	0
117	82	0
117	83	0
118	0	0
118	1	0
118	2	0
118	3	0
118	4	0
118	5	0
118	6	0
118	10	0
118	11	0
118	12	0
118	13	0
118	14	0
118	15	0
118	16	0
118	17	0
118	18	0
118	19	0
118	20	0
118	21	0
118	22	0
118	23	0
118	24	0
118	25	0
118	26	0
118	27	0
118	28	0
118	29	0
118	30	0
118	31	0
118	32	0
118	33	0
118	34	0
118	35	0
118	36	0
118	37	0
118	38	0
118	39	0
118	40	0
118	41	0
118	42	0
118	43	0
118	44	0
118	45	0
118	46	0
118	47	0
118	48	0
118	66	0
118	67	0
118	68	0
118	80	0
118	81	0
118	82	0
118	83	0
119	0	0
119	1	0
119	2	0
119	3	0
119	4	0
119	5	0
119	6	0
119	7	0
119	8	0
119	9	0
119	10	0
119	11	0
119	12	0
119	13	0
119	14	0
119	15	0
119	16	0
119	17	0
119	18	0
119	19	0
119	20	0
119	21	0
119	22	0
119	23	0
119	24	0
119	25	0
119	26	0
119	27	0
119	28	0
119	29	0
119	30	0
119	31	0
119	32	0
119	33	0
119	34	0
119	35	0
119	36	0
119	37	0
119	38	0
119	39	0
119	40	0
119	41	0
119	42	0
119	43	0
119	44	0
119	45	0
119	46	0
119	47	0
119	48	0
119	49	0
119	55	0
119	56	0
119	57	0
119	58	0
119	59	0
119	60	0
119	61	0
119	62	0
119	63	0
119	64	0
119	65	0
119	66	0
119	67	0
119	68	0
119	69	0
119	70	0
119	71	0
119	72	0
119	73	0
119	74	0
119	75	0
119	77	0
119	78	0
119	79	0
119	80	0
119	81	0
119	82	0
119	83	0
120	0	0
120	1	0
120	2	0
120	3	0
120	4	0
120	5	0
120	6	0
120	7	0
120	8	0
120	9	0
120	10	0
120	11	0
120	12	0
120	13	0
120	14	0
120	15	0
120	16	0
120	17	0
120	18	0
120	19	0
120	20	0
120	21	0
120	22	0
120	23	0
120	24	0
120	25	0
120	26	0
120	27	0
120	28	0
